web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639401428-1858;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-mist/55011-lng-water-bank-moisture-mist-70ml-ol21;Laneige;LNG Water Bank Moisture Mist 70ml (OL21);LNG Water Bank Moisture Mist 70ml (OL21);Rp 225.000Rp 159.000;04.07;-2;2;Yes (1);No (0);Maybe (1)
1639403983-2207;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-gel/15819-rose-gel;Haple;Rose Gel;Rose Gel;Rp 59.000Rp 47.200;04.04;-357;297;Yes (166);No (66);Maybe (125)
1639402936-2060;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/47728-daylight-radiance-cream;Terra Beaute;Daylight Radiance Cream;Daylight Radiance Cream;Rp165.000;04.04;-7;7;Yes (6);No (1);Maybe (0)
1639403804-2182;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-oil/24690-grapeseed-oil-100-organic-cold-pressed;Everpure;Grapeseed Oil - Cold-Pressed;Grapeseed Oil - Cold-Pressed;Rp 52.000Rp 46.800;04.05;-182;159;Yes (96);No (25);Maybe (61)
1639403677-2164;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-mist/26307-hydra-face-mist;Mineral Botanica;Hydra Face Mist;Hydra Face Mist;Rp 35.000Rp 26.250;04.05;-126;106;Yes (75);No (10);Maybe (41)
1639404324-2260;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-gel/28465-hydra-rose-dewy-aqua-day-gel;Wardah;Hydra Rose Dewy Aqua Day Gel;Hydra Rose Dewy Aqua Day Gel;Rp47.500;04.07;-715;683;Yes (533);No (28);Maybe (154)
1639404353-2264;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-cream-lotion/58371-tea-tree-biome-blemish-cica-cream;Mediheal;Tea Tree Biome Blemish Cica Cream;Tea Tree Biome Blemish Cica Cream;Rp 319.000Rp 287.100;04.08;-35;24;Yes (28);No (0);Maybe (7)
1639404007-2211;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-cream-lotion/61423-daily-light-moisturizer-calm-and-repair;Biyu;Daily Light Moisturizer - Calm & Repair;Daily Light Moisturizer - Calm & Repair;Rp 99.000Rp 95.040;04.09;-6;5;Yes (6);No (0);Maybe (0)
1639401547-1876;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-cream-lotion/13632-new-bio-water-moist-in-water-lotion;Bio-essence;New Bio Water Moist in Water Lotion;New Bio Water Moist in Water Lotion;Rp 228.000Rp 182.400;04.06;-21;18;Yes (18);No (1);Maybe (2)
1639401571-1879;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-cream-lotion/53885-brightening-day-protection-cream-spf15;Cetaphil;Brightening Day Protection Cream SPF15;Brightening Day Protection Cream SPF15;Rp 228.000Rp 159.600;04.05;-35;25;Yes (21);No (3);Maybe (11)
1639402951-2062;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/10489-moisturizer-for-acne-skin;Elsheskin;Moisturizer For Acne Skin;Moisturizer For Acne Skin;Rp 87.000Rp 85.260;04.02;-175;143;Yes (82);No (34);Maybe (59)
1639402443-1996;https://www.sociolla.com/178-moisturizer?page=24;;https://www.sociolla.com/face-cream-lotion/7855-sebium-pore-refiner;Bioderma;Sebium Pore Refiner;Sebium Pore Refiner;Rp 341.000Rp 272.800;04.03;-471;425;null;null;null
1639401252-1830;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/face-cream-lotion/2541-water-bank-moisture-cream-ex-50ml;Laneige;Water Bank Moisture Cream_EX 50ml;Water Bank Moisture Cream_EX 50ml;Rp450.000;04.05;-1;1;Yes (0);No (0);Maybe (1)
1639403977-2206;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-cream-lotion/58265-rich-moist-soothing-cream;Dear Klairs;Rich Moist Soothing Cream;Rich Moist Soothing Cream;Rp385.000;04.07;-24;22;Yes (23);No (0);Maybe (1)
1639401036-1792;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/face-cream-lotion/11560-whitening-plus-complex-night-cream;Mineral Botanica;Whitening Plus Complex Night Cream;Whitening Plus Complex Night Cream;Rp 121.900Rp 91.425;04.02;-8;8;Yes (4);No (1);Maybe (3)
1639402109-1950;https://www.sociolla.com/178-moisturizer?page=28;;https://www.sociolla.com/face-cream-lotion/14760-nurturing-night-cream;Naif;Nurturing Night Cream;Nurturing Night Cream;Rp 441.000Rp 396.900;04.07;-3;3;Yes (2);No (0);Maybe (1)
1639404765-2324;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-cream-lotion/13980-signature-facial-moisturizer;Sukin;Signature Facial Moisturizer;Signature Facial Moisturizer;Rp 70.000 - Rp 155.000Rp 63.000 - Rp 108.500;04.04;(1,8k);1578;Yes (976);No (194);Maybe (599)
1639401382-1850;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-cream-lotion/47690-glowing-moist-cloud-creme;WESTCARE;Glowing Moist Cloud Crème;Glowing Moist Cloud Crème;Rp 270.000Rp 189.000;04.05;-6;4;Yes (4);No (0);Maybe (2)
1639403338-2116;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-cream-lotion/12738-safi-white-natural-brightening-cream-grapefruit;null;null;null;null;null;null;null;null;null;null
1639403574-2150;https://www.sociolla.com/178-moisturizer?page=15;;https://www.sociolla.com/face-cream-lotion/28477-hydra-rose-moisture-rich-night-gel;Wardah;Hydra Rose Moisture Rich Night Gel;Hydra Rose Moisture Rich Night Gel;Rp 49.000 - Rp 113.000;04.06;-176;150;Yes (119);No (19);Maybe (38)
1639403955-2203;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-cream-lotion/10291-bright-stuff-moisturizing-cream;Emina;Bright Stuff Moisturizing Cream;Bright Stuff Moisturizing Cream;Rp23.500;04.05;(2k);1761;Yes (1,3k);No (257);Maybe (436)
1639401706-1895;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-oil/14614-calming-chamomile-facial-hydrate;Sensatia Botanicals;Calming Chamomile Facial Hydrate;Calming Chamomile Facial Hydrate;Rp 165.000Rp 132.000;04.07;-6;6;Yes (4);No (1);Maybe (1)
1639403547-2146;https://www.sociolla.com/178-moisturizer?page=15;;https://www.sociolla.com/face-cream-lotion/9363-erha-true-white-activator-day-cream;Erha;Truwhite Arbutin & Panthenol Brightening Day Cream;Truwhite Arbutin & Panthenol Brightening Day Cream;Rp 218.350Rp 192.148;04.02;-35;24;Yes (21);No (6);Maybe (8)
1639404055-2218;https://www.sociolla.com/178-moisturizer?page=10;;https://www.sociolla.com/face-cream-lotion/51142-watermelon-complete-set-serum-cream-sleeping-mask;Ariul;Ariul Watermelon Hydro Glow Moisturizing & Firming Care;Ariul Watermelon Hydro Glow Moisturizing & Firming Care;Rp 308.000Rp 215.600;null;null;null;null;null;null
1639403079-2080;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/56650-misa-yei-hyun-cream;Missha;Misa Yei Hyun Cream;Misa Yei Hyun Cream;Rp 493.200Rp 221.940;04.02;-8;6;Yes (2);No (3);Maybe (3)
1639401779-1903;https://www.sociolla.com/178-moisturizer?page=31;;https://www.sociolla.com/face-cream-lotion/53077-sekkisei-clear-wellness-refining-milk;KOSE;Sekkisei Clear Wellness Refining Milk;Sekkisei Clear Wellness Refining Milk;Rp559.000;04.05;-1;1;Yes (1);No (0);Maybe (0)
1639403435-2130;https://www.sociolla.com/178-moisturizer?page=16;;https://www.sociolla.com/face-gel/24001-centella-gel;Benton;Centella Gel;Centella Gel;Rp 260.000Rp 156.000;04.05;-78;63;Yes (47);No (11);Maybe (20)
1639402096-1948;https://www.sociolla.com/178-moisturizer?page=28;;https://www.sociolla.com/face-cream-lotion/59011-rose-intensive-tone-up-cream;Some By Mi;Rose Intensive Tone-up Cream;Rose Intensive Tone-up Cream;Rp380.000;04.04;-2;0;Yes (1);No (0);Maybe (1)
1639404289-2254;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-gel/26603-safi-dermasafe-day-moisturiser;Safi;Safi Dermasafe Day Moisturiser;Safi Dermasafe Day Moisturiser;Rp 142.000Rp 109.340;04.06;-179;161;Yes (129);No (13);Maybe (37)
1639401944-1928;https://www.sociolla.com/178-moisturizer?page=30;;https://www.sociolla.com/face-mist/11150-h2-derma-deca;Neogen Dermalogy;H2 Derma Deca;H2 Derma Deca;Rp 284.700Rp 241.995;04.03;-5;4;Yes (2);No (0);Maybe (3)
