web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639387152-43;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/face-serum/57897-age-defense-serum;Raiku;AGE DEFENSE SERUM;AGE DEFENSE SERUM;Rp 168.000Rp 134.400;04.08;-3;3;Yes (2);No (0);Maybe (1)
1639389596-427;https://www.sociolla.com/179-treatment?page=25;;https://www.sociolla.com/toner/28845-rose-hydrating-mist-toner;Sukin;Rose Hydrating Mist Toner;Rose Hydrating Mist Toner;Rp 155.000Rp 131.750;04.06;-121;103;Yes (87);No (5);Maybe (29)
1639387155-44;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/toner/17093-control-t-toner;Real Barrier;Control-T Toner;Control-T Toner;Rp 330.000Rp 214.500;04.08;-2;2;Yes (1);No (0);Maybe (1)
1639390341-545;https://www.sociolla.com/179-treatment?page=18;;https://www.sociolla.com/essence/7841-hydrabio-essence-lotion;Bioderma;Hydrabio Essence Lotion;Hydrabio Essence Lotion;Rp 297.000Rp 237.600;04.04;(1k);961;Yes (566);No (106);Maybe (342)
1639387380-81;https://www.sociolla.com/179-treatment?page=48;;https://www.sociolla.com/toner/56215-acne-expert-sebum-control-fluid;Safi;Acne Expert Sebum Control Fluid;Acne Expert Sebum Control Fluid;Rp 58.000Rp 45.240;04.04;-16;12;Yes (10);No (1);Maybe (5)
1639390126-512;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/skincare/28397-rice-toner;I'm From;Rice Toner;Rice Toner;Rp 115.000 - Rp 350.000Rp 115.000 - Rp 297.500;04.05;-59;45;Yes (40);No (7);Maybe (12)
1639388720-284;https://www.sociolla.com/179-treatment?page=34;;https://www.sociolla.com/peeling/59584-clear-c-peeling-serum-80ml-ol0721;Laneige;Clear-C Peeling Serum 80ml (OL0721);Clear-C Peeling Serum 80ml (OL0721);Rp 516.429Rp 312.000;04.06;-12;9;Yes (9);No (1);Maybe (2)
1639389150-353;https://www.sociolla.com/179-treatment?page=30;;https://www.sociolla.com/essence/50451-rose-bloom-petal-essence;The Aubree;Rose Bloom Petal Essence;Rose Bloom Petal Essence;Rp99.000;04.06;-274;241;Yes (177);No (18);Maybe (79)
1639391119-671;https://www.sociolla.com/179-treatment?page=9;;https://www.sociolla.com/essence/10696-bio-gold-gold-water;Bio-essence;Bio Gold Gold Water;Bio Gold Gold Water;Rp 110.000 - Rp 417.000Rp 82.500 - Rp 291.900;04.04;-317;287;Yes (196);No (32);Maybe (89)
1639388206-203;https://www.sociolla.com/179-treatment?page=40;;https://www.sociolla.com/acne-blemish-treatments/48500-tea-tree-probiotics-spot-gel;essenHerb;Tea Tree Probiotics Spot Gel;Tea Tree Probiotics Spot Gel;Rp 189.000Rp 160.650;04.09;-10;9;Yes (10);No (0);Maybe (0)
1639387784-135;https://www.sociolla.com/179-treatment?page=44;;https://www.sociolla.com/face-serum/51752-brightening-pore-serum;Innisfree;Brightening Pore Serum;Brightening Pore Serum;Rp560.000;04.07;-66;62;Yes (57);No (1);Maybe (8)
1639389864-472;https://www.sociolla.com/179-treatment?page=22;;https://www.sociolla.com/acne-blemish-treatments/56651-acne-patch-set;Missha;Acne Patch Set;Acne Patch Set;Rp 114.300Rp 51.435;04.02;-18;14;Yes (8);No (2);Maybe (8)
1639389715-448;https://www.sociolla.com/179-treatment?page=24;;https://www.sociolla.com/toner/54090-moonlight-glow-aha-toner;Haple;Moonlight Glow - AHA Toner;Moonlight Glow - AHA Toner;Rp 129.000Rp 103.200;04.07;-4;4;Yes (2);No (0);Maybe (2)
1639390427-559;https://www.sociolla.com/179-treatment?page=17;;https://www.sociolla.com/face-serum/62182-retinol-rejuvenating-night-serum;Elsheskin;Retinol Rejuvenating Night Serum;Retinol Rejuvenating Night Serum;Rp 139.000 - Rp 240.000;null;null;null;null;null;null
1639387473-93;https://www.sociolla.com/179-treatment?page=47;;https://www.sociolla.com/face-serum/55140-white-radiance-niacinamide-cica-super-serum;Olay;White Radiance Niacinamide + Cica Super Serum;White Radiance Niacinamide + Cica Super Serum;Rp299.000;04.09;-3;3;Yes (3);No (0);Maybe (0)
1639388119-190;https://www.sociolla.com/179-treatment?page=41;;https://www.sociolla.com/toner/57818-naturals-toning-lotion;Safi;Naturals Toning Lotion;Naturals Toning Lotion;Rp 50.000Rp 40.000;05.00;-5;3;Yes (5);No (0);Maybe (0)
1639389544-419;https://www.sociolla.com/179-treatment?page=26;;https://www.sociolla.com/anti-aging/8044-dex-revitalift-night-cream-dermalift;Loreal Paris;Dex Revitalift Night Cream Dermalift;Dex Revitalift Night Cream Dermalift;Rp 220.000Rp 169.400;04.03;-197;176;Yes (98);No (25);Maybe (74)
1639391114-670;https://www.sociolla.com/179-treatment?page=9;;https://www.sociolla.com/face-serum/10700-bio-gold-golden-ratio-double-serum;Bio-essence;Bio Gold Golden Ratio Double Serum;Bio Gold Golden Ratio Double Serum;Rp 417.000Rp 316.920;04.03;-14;9;Yes (6);No (3);Maybe (5)
1639389802-462;https://www.sociolla.com/179-treatment?page=23;;https://www.sociolla.com/essence/54619-perfect-hydrating-treatment-essence-special-edition-valentine;Avoskin;Perfect Hydrating Treatment Essence Special Edition Valentine;Perfect Hydrating Treatment Essence Special Edition Valentine;Rp 328.900Rp 246.675;04.07;-120;112;Yes (106);No (2);Maybe (12)
1639388429-238;https://www.sociolla.com/179-treatment?page=37;;https://www.sociolla.com/face-serum/62510-acne-cica-plus-clear-serum;null;;null;null;null;null;null;null;null;null
1639390830-626;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/eye-care/58660-hi-bright-eye-gel-creme;Joylab;Hi! Bright Eye Gel Crème;Hi! Bright Eye Gel Crème;Rp 115.000Rp 88.550;04.05;-21;14;Yes (15);No (0);Maybe (6)
1639390462-565;https://www.sociolla.com/179-treatment?page=17;;https://www.sociolla.com/acne-blemish-treatments/55442-acneact-acne-cleansing-scrub-beta-plus-acsbp;Erha;AcneAct Acne Cleansing Scrub Beta Plus (ACSBP);AcneAct Acne Cleansing Scrub Beta Plus (ACSBP);Rp 107.690Rp 92.613;04.06;-77;68;Yes (66);No (2);Maybe (9)
1639390711-606;https://www.sociolla.com/179-treatment?page=14;;https://www.sociolla.com/acne-blemish-treatments/60115-tgif-acne-spot-treatment-clay-cream;Bloomka;TGIF Acne Spot Treatment Clay Cream;TGIF Acne Spot Treatment Clay Cream;Rp 129.000Rp 90.300;04.05;-18;12;Yes (14);No (3);Maybe (1)
1639389164-355;https://www.sociolla.com/179-treatment?page=30;;https://www.sociolla.com/eye-care/13929-erha-age-corrector-night-moisturizer;Erha;Age Corrector Night Cream 30g - Niacinamide & Phytosqualane;Age Corrector Night Cream 30g - Niacinamide & Phytosqualane;Rp 192.500Rp 165.550;04.05;-34;29;Yes (20);No (1);Maybe (13)
1639387996-171;https://www.sociolla.com/179-treatment?page=42;;https://www.sociolla.com/face-serum/59984-spot-guard-serum;Skin Game;Spot Guard Serum;Spot Guard Serum;Rp149.000;04.07;-3;2;Yes (2);No (0);Maybe (1)
1639390836-627;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/face-serum/57431-retinol-blueberry-extract-face-serum;Dear Me Beauty;Retinol + Blueberry Extract Face Serum;Retinol + Blueberry Extract Face Serum;Rp 109.000 - Rp 189.000;04.08;-171;151;Yes (140);No (2);Maybe (29)
1639388582-262;https://www.sociolla.com/179-treatment?page=36;;https://www.sociolla.com/eye-care/11457-dark-eye-circle-serum;Humphreys;Dark Eye Circle Serum;Dark Eye Circle Serum;Rp124.900;04.02;-34;19;Yes (10);No (8);Maybe (16)
1639387611-111;https://www.sociolla.com/179-treatment?page=46;;https://www.sociolla.com/essence/24854-skin-o-tic-water-essence-with-probiotic;Joylab;Skinotic Water Essence -  with Probiotic;Skinotic Water Essence -  with Probiotic;Rp 220.000Rp 169.400;04.04;-24;21;Yes (12);No (2);Maybe (10)
1639387235-58;https://www.sociolla.com/179-treatment?page=49;;https://www.sociolla.com/face-serum/56980-wonderskin-power-serum;Joylab;Wonderskin Power Serum;Wonderskin Power Serum;Rp 250.000Rp 217.500;04.05;-8;6;Yes (3);No (4);Maybe (1)
1639388571-260;https://www.sociolla.com/179-treatment?page=36;;https://www.sociolla.com/face-serum/14878-niacinamide-10-hyarulonic-acid-serum;Humphreys;Niacinamide 10% + ‌Hyarulonic Acid Serum;Niacinamide 10% + ‌Hyarulonic Acid Serum;Rp119.900;04.04;-47;40;Yes (28);No (6);Maybe (13)
1639390582-585;https://www.sociolla.com/179-treatment?page=15;;https://www.sociolla.com/skincare/49872-peptide-anti-aging-serum;Everwhite;Peptide Anti-Aging Serum;Peptide Anti-Aging Serum;Rp 139.700Rp 111.760;04.08;-174;156;Yes (153);No (5);Maybe (16)
1639388537-255;https://www.sociolla.com/179-treatment?page=36;;https://www.sociolla.com/skin-care-set/25664-biyuxva-ha-serum-hyaluronic-acid-serum;Biyu;BIYUxVA HA Serum - Hyaluronic Acid Serum;BIYUxVA HA Serum - Hyaluronic Acid Serum;Rp139.000;04.05;-16;14;Yes (10);No (4);Maybe (2)
1639390969-649;https://www.sociolla.com/179-treatment?page=11;;https://www.sociolla.com/eye-care/10169-intensive-nourishing-eye-cream;Avoskin;Intensive Nourishing Eye Cream;Intensive Nourishing Eye Cream;Rp 174.900Rp 139.920;04.01;(1,2k);928;Yes (476);No (229);Maybe (453)
1639389248-369;https://www.sociolla.com/179-treatment?page=29;;https://www.sociolla.com/face-serum/9484-smoothing-serum-for-acne-skin;Elsheskin;Smoothing Serum For Acne Skin;Smoothing Serum For Acne Skin;Rp 189.000Rp 151.200;04.01;-587;455;Yes (288);No (136);Maybe (163)
1639388657-274;https://www.sociolla.com/179-treatment?page=35;;https://www.sociolla.com/face-serum/40981-hydro-boost-capsule-in-serum;Neutrogena;Hydro Boost Capsule in Serum;Hydro Boost Capsule in Serum;Rp289.000;04.04;-15;12;Yes (9);No (2);Maybe (4)
1639389038-335;https://www.sociolla.com/179-treatment?page=31;;https://www.sociolla.com/face-serum/57680-serum-treatment-wajah-berjerawat;Breylee;Serum Treatment - Wajah Berjerawat;Serum Treatment - Wajah Berjerawat;Rp 80.000Rp 59.200;04.07;-40;28;Yes (29);No (2);Maybe (9)
1639389876-474;https://www.sociolla.com/179-treatment?page=22;;https://www.sociolla.com/eye-care/54569-klairs-fundamental-eye-awakening-gel-35ml;Dear Klairs;Fundamental Eye Awakening Gel;Fundamental Eye Awakening Gel;Rp360.000;04.07;-12;7;Yes (7);No (1);Maybe (4)
1639387804-139;https://www.sociolla.com/179-treatment?page=44;;https://www.sociolla.com/face-serum/56494-pearl-of-luminiare-1;Ultima II;Pearl Of Luminiare 1;Pearl Of Luminiare 1;Rp 960.000Rp 624.000;05.00;-1;1;Yes (1);No (0);Maybe (0)
1639390457-564;https://www.sociolla.com/179-treatment?page=17;;https://www.sociolla.com/essence/27862-brightening-essence;Votre Peau;Brightening Essence;Brightening Essence;Rp 249.000Rp 169.320;04.06;-74;66;Yes (46);No (8);Maybe (20)
1639390362-548;https://www.sociolla.com/179-treatment?page=18;;https://www.sociolla.com/toner/17262-acnepair-toner;Everwhite;Acnepair Toner;Acnepair Toner;Rp 79.200Rp 71.280;04.07;-355;314;Yes (246);No (28);Maybe (81)
1639387467-92;https://www.sociolla.com/179-treatment?page=47;;https://www.sociolla.com/face-serum/60819-special-edition-keith-haring-olay-serum-wajah-luminous-light-perfecting-essence-pencerah-skincare;Olay;[ Special Edition Keith Haring ] Olay Serum Wajah Luminous Light Perfecting Essence Pencerah Skincare;[ Special Edition Keith Haring ] Olay Serum Wajah Luminous Light Perfecting Essence Pencerah Skincare;Rp 259.000Rp 220.150;05.00;-1;1;Yes (1);No (0);Maybe (0)
1639390090-506;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/toner/8801-revitalift-toner;Loreal Paris;Revitalift Toner;Revitalift Toner;Rp 145.500Rp 123.675;04.02;-41;37;Yes (29);No (4);Maybe (8)
1639390659-597;https://www.sociolla.com/179-treatment?page=14;;https://www.sociolla.com/skincare/16905-ultra-h2o-mask-refill-blue;Let Me Skin;Ultra H2O Mask Refill - Blue (5 Set);Ultra H2O Mask Refill - Blue (5 Set);Rp 350.000Rp 210.000;04.07;-20;18;Yes (14);No (0);Maybe (6)
1639391597-743;https://www.sociolla.com/179-treatment?page=1;;https://www.sociolla.com/toner/52497-your-skin-bae-series-toner-niacinamide-7-alpha-arbutin-1-kale;Avoskin;YOUR SKIN BAE SERIES Toner Niacinamide 7% + Alpha Arbutin 1% + Kale;YOUR SKIN BAE SERIES Toner Niacinamide 7% + Alpha Arbutin 1% + Kale;Rp 163.900Rp 139.315;04.06;-666;580;Yes (443);No (36);Maybe (187)
1639388670-276;https://www.sociolla.com/179-treatment?page=35;;https://www.sociolla.com/face-serum/57989-age-miracle-double-action-serum-anti-aging;Pond's;Age Miracle Double Action Serum - Anti Aging;Age Miracle Double Action Serum - Anti Aging;Rp 75.000Rp 52.500;04.07;-19;19;Yes (16);No (1);Maybe (2)
1639390402-554;https://www.sociolla.com/179-treatment?page=17;;https://www.sociolla.com/toner/58569-blessing-of-sprout-radiance-toner;Hayejin;Blessing Of Sprout Radiance Toner;Blessing Of Sprout Radiance Toner;Rp 300.000Rp 199.000;04.08;-25;12;Yes (19);No (1);Maybe (5)
1639391279-696;https://www.sociolla.com/179-treatment?page=7;;https://www.sociolla.com/eye-care/55679-steambase-daily-eyemask-silent-night-air;Steambase;STEAMBASE WARMING EYEMASK - SILENT NIGHT AIR;STEAMBASE WARMING EYEMASK - SILENT NIGHT AIR;Rp 19.900Rp 17.910;04.09;-27;19;Yes (23);No (0);Maybe (4)
1639387311-70;https://www.sociolla.com/179-treatment?page=49;;https://www.sociolla.com/eye-care/16275-eye-serum;Raiku;Eye Serum;Eye Serum;Rp 148.000Rp 118.400;04.06;-320;304;Yes (218);No (10);Maybe (92)
1639388768-293;https://www.sociolla.com/179-treatment?page=34;;https://www.sociolla.com/toner/60934-abc2-refining-and-glowing-essence-toner;Trueve;ABC2 Refining & Glowing Essence Toner;ABC2 Refining & Glowing Essence Toner;Rp 169.000Rp 152.100;04.04;-4;2;Yes (2);No (0);Maybe (2)
1639389329-382;https://www.sociolla.com/179-treatment?page=28;;https://www.sociolla.com/booster/16642-vitamin-c-booster-treatment;TRILOGY;Vitamin C Booster Treatment;Vitamin C Booster Treatment;Rp550.000;04.06;-38;36;Yes (24);No (2);Maybe (12)
1639389616-431;https://www.sociolla.com/179-treatment?page=25;;https://www.sociolla.com/ampoule/11713-essenherb-tea-tree-ampoule;essenHerb;EssenHerb Tea Tree Ampoule;EssenHerb Tea Tree Ampoule;Rp 259.000Rp 168.350;04.04;-240;208;Yes (135);No (21);Maybe (84)
1639389573-423;https://www.sociolla.com/179-treatment?page=25;;https://www.sociolla.com/toner/15157-harmonizing-toner;Innertrue;Harmonizing Toner;Harmonizing Toner;Rp 140.000Rp 112.000;04.05;-42;37;Yes (29);No (6);Maybe (7)
1639387571-105;https://www.sociolla.com/179-treatment?page=46;;https://www.sociolla.com/face-serum/56055-youthpotion-rejuvenating-peptida-serum;Glamglow;Youthpotion Rejuvenating Peptida Serum;Youthpotion Rejuvenating Peptida Serum;Rp1.350.000;null;null;null;null;null;null
1639387690-121;https://www.sociolla.com/179-treatment?page=45;;https://www.sociolla.com/face-serum/59534-ultimate-eye-gel-serum-multi-peptide-glycogen;Trueve;Ultimate Eye Gel Serum - Multi Peptide Glycogen;Ultimate Eye Gel Serum - Multi Peptide Glycogen;Rp 162.000Rp 145.800;04.06;-11;9;Yes (9);No (0);Maybe (2)
1639390334-544;https://www.sociolla.com/179-treatment?page=18;;https://www.sociolla.com/toner/53770-cica-care-toner;Jarte Beauty;CICA Care Toner;CICA Care Toner;Rp95.000;04.06;-94;76;Yes (62);No (5);Maybe (27)
1639389442-402;https://www.sociolla.com/179-treatment?page=27;;https://www.sociolla.com/eye-care/59990-essential-real-eye-cream-for-face;AHC;Essential Real Eye Cream for Face;Essential Real Eye Cream for Face;Rp 135.000 - Rp 320.000Rp 121.500 - Rp 288.000;null;null;null;null;null;null
1639387839-145;https://www.sociolla.com/179-treatment?page=44;;https://www.sociolla.com/booster/14812-rose-cloud-booster;Haple;Rose Cloud Booster;Rose Cloud Booster;Rp 89.000Rp 71.200;04.02;-96;76;Yes (40);No (29);Maybe (27)
1639388348-225;https://www.sociolla.com/179-treatment?page=38;;https://www.sociolla.com/essence/25446-galacto-niacin-97-power-essence;Purito;Galacto Niacin 97 Power Essence;Galacto Niacin 97 Power Essence;Rp 473.000Rp 307.450;04.02;-6;4;Yes (1);No (2);Maybe (3)
1639390197-523;https://www.sociolla.com/179-treatment?page=19;;https://www.sociolla.com/toner/53746-probiome-skin-tonic;Studio Tropik;Probiome Skin Tonic;Probiome Skin Tonic;Rp 198.000Rp 180.180;04.07;-105;87;Yes (86);No (5);Maybe (14)
1639390766-616;https://www.sociolla.com/179-treatment?page=13;;https://www.sociolla.com/face-serum/8046-renew-you-anti-aging-intensive-serum;Wardah;Renew You Anti Aging Intensive Serum;Renew You Anti Aging Intensive Serum;Rp81.000;04.04;-392;323;Yes (215);No (58);Maybe (119)
1639388743-288;https://www.sociolla.com/179-treatment?page=34;;https://www.sociolla.com/face-serum/59536-peeling-serum-aha-bha-pha-and-ceramide;Trueve;Peeling  Serum - AHA BHA PHA & Ceramide;Peeling  Serum - AHA BHA PHA & Ceramide;Rp 157.000Rp 141.300;04.07;-9;6;Yes (6);No (0);Maybe (3)
1639390356-547;https://www.sociolla.com/179-treatment?page=18;;https://www.sociolla.com/face-serum/55043-lightening-serum-ampoule;Wardah;Lightening Serum Ampoule;Lightening Serum Ampoule;Rp 18.000 - Rp 60.000;04.06;-393;344;Yes (264);No (28);Maybe (101)
1639390495-570;https://www.sociolla.com/179-treatment?page=16;;https://www.sociolla.com/essence/25960-cica-face-essence;NPure;Cica Face Essence;Cica Face Essence;Rp 135.000Rp 114.750;04.08;(1,4k);1139;Yes (1,2k);No (38);Maybe (188)
1639387898-155;https://www.sociolla.com/179-treatment?page=43;;https://www.sociolla.com/ampoule/49698-honey-glow-ampoule;BY ECOM;Honey Glow Ampoule;Honey Glow Ampoule;Rp 390.000Rp 234.000;null;-26;20;Yes (14);No (3);Maybe (9)
1639389361-388;https://www.sociolla.com/179-treatment?page=28;;https://www.sociolla.com/toner/54976-lng-essential-power-skin-refiner-light-ol21;Laneige;LNG Essential Balancing Skin Refiner Light (OL21);LNG Essential Balancing Skin Refiner Light (OL21);Rp 521.000Rp 316.000;04.08;-4;4;Yes (3);No (0);Maybe (1)
1639389580-424;https://www.sociolla.com/179-treatment?page=25;;https://www.sociolla.com/toner/56116-bright-stuff-face-toner;Emina;Bright Stuff Face Toner;Bright Stuff Face Toner;Rp27.500;04.06;-25;12;Yes (14);No (2);Maybe (9)
1639390151-516;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/toner/58369-tea-tree-biome-blemish-cica-toner;Mediheal;Tea Tree Biome Blemish Cica Toner;Tea Tree Biome Blemish Cica Toner;Rp 279.000Rp 251.100;04.08;-38;26;Yes (30);No (1);Maybe (7)
1639388818-300;https://www.sociolla.com/179-treatment?page=33;;https://www.sociolla.com/essence/11842-phyto-niacin-whitening-essence;Nacific;Phyto Niacin Whitening Essence;Phyto Niacin Whitening Essence;Rp369.000;04.04;(2k);1780;Yes (1,1k);No (300);Maybe (594)
1639390145-515;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/face-serum/28529-watermelon-hydro-glow-serum;Ariul;Watermelon Hydro Glow Serum;Watermelon Hydro Glow Serum;Rp 159.000Rp 135.150;04.07;-359;334;Yes (250);No (22);Maybe (87)
1639387638-114;https://www.sociolla.com/179-treatment?page=46;;https://www.sociolla.com/acne-blemish-treatments/9545-tea-tree-post-blemish-corrector;Naruko;Tea Tree Post Blemish Corrector;Skincare;Rp 280.000Rp 238.000;04.02;-45;40;Yes (25);No (6);Maybe (14)
1639387190-51;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/toner/23735-mini-moisture-petal-toner;SNP;Mini Moisture Petal Toner;Mini Moisture Petal Toner;Rp 45.000Rp 38.250;04.04;-9;6;Yes (6);No (1);Maybe (2)
1639387934-161;https://www.sociolla.com/179-treatment?page=43;;https://www.sociolla.com/face-serum/25150-red-energy-recovery-serum-set;Mamonde;Red Energy Recovery Serum;Red Energy Recovery Serum;Rp 450.000Rp 315.000;04.05;-36;30;Yes (26);No (3);Maybe (7)
1639391254-692;https://www.sociolla.com/179-treatment?page=7;;https://www.sociolla.com/acne-blemish-treatments/9596-centella-blemish-cream;COSRX;Centella Blemish Cream;Centella Blemish Cream;Rp 285.000Rp 199.500;04.02;(1,7k);1458;Yes (978);No (247);Maybe (461)
1639390368-549;https://www.sociolla.com/179-treatment?page=18;;https://www.sociolla.com/toner/13983-signature-original-hydrating-mist-toner;Sukin;Signature Original Hydrating Mist Toner;Signature Original Hydrating Mist Toner;Rp 70.000 - Rp 155.000Rp 63.000 - Rp 108.500;04.05;(1,2k);1079;Yes (668);No (105);Maybe (420)
