web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639396689-1286;https://www.sociolla.com/2303-mask?page=35;;https://www.sociolla.com/sheet-mask/16301-intensive-moisture-mask;Maybena;Intensive Moisture Mask;Intensive Moisture Mask;Rp 22.900Rp 13.740;04.06;-102;97;Yes (84);No (5);Maybe (13)
1639398981-1638;https://www.sociolla.com/2303-mask?page=13;;https://www.sociolla.com/sheet-mask/11824-snail-bee-high-content-mask-pack;Benton;Snail Bee High Content Mask Pack;Snail Bee High Content Mask Pack;Rp 40.000Rp 24.000;04.04;-308;272;Yes (191);No (27);Maybe (90)
1639397087-1350;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/sheet-mask/10918-mediu-amino-propolis-mask;Leaders;Mediu Amino Propolis Mask;Mediu Amino Propolis Mask;Rp49.000;04.07;-9;9;Yes (5);No (2);Maybe (2)
1639397070-1347;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/peel-off-mask/51672-peel-off-mask;Philocaly Skin;Peel Off Mask Blueberry 1KG;Peel Off Mask Blueberry 1KG;Rp285.000;null;null;null;null;null;null
1639396581-1269;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/wash-off-mask/12764-coffee-face-mask;Utama Spice;Coffee Face Mask;Coffee Face Mask;Rp 71.000Rp 42.600;03.09;-16;13;Yes (8);No (4);Maybe (4)
1639399425-1706;https://www.sociolla.com/2303-mask?page=8;;https://www.sociolla.com/sheet-mask/52039-hydrium-triple-hyaluronic-water-wave-sheet-mask;COSRX;Hydrium Triple Hyaluronic Water Wave Sheet Mask;Hydrium Triple Hyaluronic Water Wave Sheet Mask;Rp 54.900Rp 43.920;04.05;-19;18;Yes (13);No (0);Maybe (6)
1639399619-1736;https://www.sociolla.com/2303-mask?page=6;;https://www.sociolla.com/lip-mask/54537-choosy-lip-pack4-strawberry-moisturizing-and-tightening;CHOOSY;CHOOSY Lip Pack Strawberry (Moisturizing & Tightening);CHOOSY Lip Pack Strawberry (Moisturizing & Tightening);Rp 19.900Rp 17.910;04.07;-92;82;Yes (77);No (4);Maybe (11)
1639397059-1345;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/sheet-mask/49600-ocean-intensive-hydrating-mask;Keep Cool;Ocean Intensive Hydrating Mask;Ocean Intensive Hydrating Mask;Rp 45.000Rp 27.000;04.04;-8;7;Yes (5);No (2);Maybe (1)
1639397041-1342;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/sheet-mask/15843-dermask-micro-jet-brightening-solution;Dr Jart;Dermask Micro jet Brightening Solution;Dermask Micro jet Brightening Solution;Rp 69.000 - Rp 345.000Rp 62.100 - Rp 310.500;04.06;-9;8;Yes (8);No (0);Maybe (1)
1639398379-1545;https://www.sociolla.com/2303-mask?page=18;;https://www.sociolla.com/sheet-mask/27353-juice-collection-sheet-mask;Pond's;Juice Collection Sheet Mask;Juice Collection Sheet Mask;Rp 19.000Rp 15.390;04.06;-141;137;Yes (112);No (4);Maybe (25)
1639399657-1742;https://www.sociolla.com/2303-mask?page=6;;https://www.sociolla.com/sheet-mask/57823-sheet-mask-rose-hydrating-menyegarkan-and-melembabkan;Breylee;Sheet Mask Rose Hydrating - Menyegarkan & Melembabkan;Sheet Mask Rose Hydrating - Menyegarkan & Melembabkan;Rp 25.000Rp 7.500;04.05;-142;95;Yes (84);No (11);Maybe (47)
1639396317-1226;https://www.sociolla.com/2303-mask?page=38;;https://www.sociolla.com/sleeping-mask/26460-blueberry-honey-overnight-mask-box;Frudia;Blueberry Honey Overnight Mask Box;Blueberry Honey Overnight Mask Box;Rp220.000;04.06;-3;3;Yes (3);No (0);Maybe (0)
1639399869-1774;https://www.sociolla.com/2303-mask?page=2;;https://www.sociolla.com/clay-mask/55091-mugwort-pore-clarifying-mask;Whitelab;Mugwort Pore Clarifying Mask;Mugwort Pore Clarifying Mask;Rp78.750;04.07;(2,2k);1967;Yes (1,7k);No (65);Maybe (423)
1639398069-1497;https://www.sociolla.com/2303-mask?page=21;;https://www.sociolla.com/sheet-mask/58006-soonhan-sheet-mask-hibiscus;Soonhan;Soonhan Sheet Mask Hibiscus;Soonhan Sheet Mask Hibiscus;Rp 22.000Rp 12.100;04.08;-139;117;Yes (118);No (2);Maybe (19)
1639397115-1354;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/clay-mask/27486-clay-mask;Padison;Clay Mask;Clay Mask;Rp 137.900Rp 89.635;04.00;-2;1;Yes (1);No (0);Maybe (1)
1639398688-1590;https://www.sociolla.com/2303-mask?page=16;;https://www.sociolla.com/sheet-mask/11744-black-pearl-renew-black-ampoule-mask;SNP;Black Pearl Renew Black Ampoule Mask;Black Pearl Renew Black Ampoule Mask;Rp 39.000Rp 33.150;04.05;-34;34;Yes (27);No (0);Maybe (7)
1639399640-1740;https://www.sociolla.com/2303-mask?page=6;;https://www.sociolla.com/sheet-mask/57731-ariul-7days-mask-lotus-n;Ariul;ARIUL 7days Mask Lotus + N;ARIUL 7days Mask Lotus + N;Rp 19.000Rp 15.200;04.08;-138;111;Yes (131);No (1);Maybe (6)
1639399289-1686;https://www.sociolla.com/2303-mask?page=10;;https://www.sociolla.com/sheet-mask/3966-vita-lightbeam-essential-mask;Mediheal;Vita Lightbeam Essential Mask;Vita Lightbeam Essential Mask;Rp 29.000Rp 20.300;04.06;(1,4k);1347;Yes (1,2k);No (33);Maybe (173)
1639396875-1315;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/sheet-mask/16430-aloe-vera-facial-mask;Herborist;Aloe Vera Facial Mask;Aloe Vera Facial Mask;Rp 18.700Rp 15.521;04.04;-18;15;Yes (9);No (3);Maybe (6)
1639399075-1653;https://www.sociolla.com/2303-mask?page=12;;https://www.sociolla.com/skincare/10186-capsule100-bio-seconderm-hydro-;Mediheal;Capsule100 Bio SeconDerm Hydro β;Capsule100 Bio SeconDerm Hydro β;Rp 79.000Rp 51.350;04.07;-222;217;Yes (173);No (7);Maybe (42)
1639398616-1579;https://www.sociolla.com/2303-mask?page=16;;https://www.sociolla.com/sheet-mask/23746-shea-butter-nourishing-mask;Huangjisoo;Shea butter nourishing mask;Shea butter nourishing mask;Rp 79.000Rp 43.450;04.09;-2;2;Yes (2);No (0);Maybe (0)
1639399794-1763;https://www.sociolla.com/2303-mask?page=4;;https://www.sociolla.com/sheet-mask/58386-set-of-7-ariul-7days-mask;Ariul;Set of 7 - Ariul 7Days Mask;Set of 7 - Ariul 7Days Mask;Rp 133.000Rp 93.100;null;null;null;null;null;null
1639398891-1623;https://www.sociolla.com/2303-mask?page=13;;https://www.sociolla.com/sleeping-mask/9592-ultimate-nourishing-rice-overnight-spa-mask;COSRX;Ultimate Nourishing Rice Overnight Spa Mask;Ultimate Nourishing Rice Overnight Spa Mask;Rp 240.000Rp 168.000;04.04;-979;851;Yes (550);No (148);Maybe (281)
1639397128-1356;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/sleeping-mask/12441-birds-nest-water-sleeping-pack;SNP;Bird's Nest Water Sleeping;Bird's Nest Water Sleeping;Rp 13.250 - Rp 265.000Rp 11.925 - Rp 265.000;04.05;-206;191;Yes (148);No (15);Maybe (43)
1639398427-1552;https://www.sociolla.com/2303-mask?page=18;;https://www.sociolla.com/wash-off-mask/53999-flor-de-calendula;Teddy Clubs;Flor de Calendula;Flor de Calendula;Rp89.000;04.05;-94;77;Yes (55);No (9);Maybe (30)
1639398610-1578;https://www.sociolla.com/2303-mask?page=16;;https://www.sociolla.com/sheet-mask/25866-my-mood-maker-cute;Ariul;My Mood Maker Cute;My Mood Maker Cute;Rp 21.000Rp 13.650;04.07;-380;355;Yes (312);No (4);Maybe (64)
1639398278-1530;https://www.sociolla.com/2303-mask?page=19;;https://www.sociolla.com/sheet-mask/11751-jeju-rest-cactus-mask;SNP;Jeju Rest Cactus Mask;Jeju Rest Cactus Mask;Rp 16.500Rp 14.025;04.05;-195;177;Yes (137);No (19);Maybe (39)
1639396845-1310;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/sheet-mask/14795-my-orchard-squeeze-mask-mango;Frudia;My Orchard Squeeze Mask Mango;My Orchard Squeeze Mask Mango;Rp22.000;04.03;-13;10;Yes (8);No (2);Maybe (3)
1639398372-1544;https://www.sociolla.com/2303-mask?page=18;;https://www.sociolla.com/wash-off-mask/53927-pink-lava-acne;Teddy Clubs;Pink Lava Acne;Pink Lava Acne;Rp38.000;04.05;-61;52;Yes (37);No (4);Maybe (20)
1639398001-1486;https://www.sociolla.com/2303-mask?page=22;;https://www.sociolla.com/sheet-mask/11752-ginseng-essence-mask;SNP;Ginseng Essence Mask;Ginseng Essence Mask;Rp 16.500Rp 14.025;04.05;-187;170;Yes (133);No (14);Maybe (40)
1639399680-1745;https://www.sociolla.com/2303-mask?page=5;;https://www.sociolla.com/sheet-mask/23625-white-milk-one-pack;A'pieu;White Milk One Pack Sheet Mask;White Milk One Pack Sheet Mask;Rp 15.900Rp 11.130;04.06;-246;209;Yes (153);No (19);Maybe (74)
1639397082-1349;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/sheet-mask/10916-insolution-skin-clinic-snail-therapy-mask;Leaders;Insolution Skin Clinic Snail Therapy Mask;Insolution Skin Clinic Snail Therapy Mask;Rp59.000;04.06;-5;5;Yes (5);No (0);Maybe (0)
1639398242-1525;https://www.sociolla.com/2303-mask?page=20;;https://www.sociolla.com/sheet-mask/54468-soothe-intensive-calming-mask;Keep Cool;Soothe Intensive Calming Mask;Soothe Intensive Calming Mask;Rp 45.000Rp 27.000;04.03;-8;4;Yes (4);No (1);Maybe (3)
1639399004-1641;https://www.sociolla.com/2303-mask?page=12;;https://www.sociolla.com/sheet-mask/11974-whp-white-hydrating-charcoal-mineral-mask-ex;Mediheal;W.H.P White Hydrating Charcoal Mineral Mask EX;W.H.P White Hydrating Charcoal Mineral Mask EX;Rp 29.000Rp 20.300;04.06;(1,1k);1043;Yes (894);No (30);Maybe (154)
1639398385-1546;https://www.sociolla.com/2303-mask?page=18;;https://www.sociolla.com/sheet-mask/16551-hydrowater-serum-mask-sheet;Everwhite;Hydrowater Serum Mask Sheet;Hydrowater Serum Mask Sheet;Rp 20.900Rp 16.720;04.06;-118;109;Yes (82);No (9);Maybe (27)
1639399538-1723;https://www.sociolla.com/2303-mask?page=7;;https://www.sociolla.com/sheet-mask/15689-7days-plus-mask-tea-tree;Ariul;7Days Plus Mask - Tea Tree;7Days Plus Mask - Tea Tree;Rp 34.900Rp 24.430;04.06;-158;141;Yes (126);No (4);Maybe (28)
1639397188-1365;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/skincare/53945-my-skin-matte-face-mask-cactus-and-kiwi;YOU Makeups;My Skin Matte Face Mask Cactus & Kiwi;My Skin Matte Face Mask Cactus & Kiwi;Rp 15.000Rp 12.750;04.04;-26;23;Yes (15);No (2);Maybe (9)
1639397206-1367;https://www.sociolla.com/2303-mask?page=29;;https://www.sociolla.com/sheet-mask/59262-bright-beauty-serum-mask;Pond's;Bright Beauty Serum Mask;Bright Beauty Serum Mask;Rp 19.900Rp 14.527;04.07;-13;9;Yes (11);No (1);Maybe (1)
1639399033-1646;https://www.sociolla.com/2303-mask?page=12;;https://www.sociolla.com/sheet-mask/11436-pure-charcoal-black-algae;Garnier;Garnier Pure Charcoal Serum Mask Black Algae;Garnier Pure Charcoal Serum Mask Black Algae;Rp 20.900Rp 18.810;04.06;(1,6k);1520;Yes (1,2k);No (83);Maybe (317)
1639396828-1307;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/sheet-mask/15167-stepsolution-shining-effect-aquatoning-pearl-mask;Leaders;Stepsolution Shining Effect Aquatoning Pearl Mask;Stepsolution Shining Effect Aquatoning Pearl Mask;Rp59.000;04.09;-2;2;Yes (1);No (0);Maybe (1)
1639398815-1610;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/sheet-mask/11754-red-ginseng-essence-mask;SNP;Red Ginseng Essence Mask;Red Ginseng Essence Mask;Rp 16.500Rp 14.025;04.05;-269;249;Yes (176);No (22);Maybe (71)
1639396529-1260;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/sheet-mask/58945-6-days-calming-masking;Dear Klairs;6 days calming masking;6 days calming masking;Rp270.000;null;null;null;null;null;null
1639397708-1438;https://www.sociolla.com/2303-mask?page=25;;https://www.sociolla.com/wash-off-mask/10676-aqua-infused-sleeping-mask;Emina;Aqua Infused Sleeping Mask;Aqua Infused Sleeping Mask;Rp46.000;04.05;-535;483;Yes (331);No (60);Maybe (144)
1639397267-1376;https://www.sociolla.com/2303-mask?page=29;;https://www.sociolla.com/sheet-mask/58516-beauty-boss-x-heny-harun-the-lift-job-individual-sheet-mask;Beauty Boss;Beauty Boss x Heny Harun The Lift Job Individual Sheet Mask;Beauty Boss x Heny Harun The Lift Job Individual Sheet Mask;Rp90.000;03.09;-2;1;Yes (1);No (1);Maybe (0)
1639396823-1306;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/sheet-mask/16488-facial-mask-prominent-essence-shark-oil;Nuface;Facial Mask Prominent Essence Shark Oil;Facial Mask Prominent Essence Shark Oil;Rp 31.200Rp 18.720;03.01;-12;3;Yes (1);No (8);Maybe (3)
1639396720-1290;https://www.sociolla.com/2303-mask?page=34;;https://www.sociolla.com/peel-off-mask/49459-mini-ready-peel-off-mask;Madame Gie;Mini Ready Peel Off Mask;Skincare;Rp 9.300Rp 6.045;04.01;-158;91;Yes (49);No (44);Maybe (65)
1639399438-1708;https://www.sociolla.com/2303-mask?page=8;;https://www.sociolla.com/sleeping-mask/62112-yogurt-sleeping-mask-disney-alice-in-wonderland-chesire-cat-edition;Jacquelle;Yogurt Sleeping Mask Disney Alice in Wonderland (Chesire Cat) Edition;Yogurt Sleeping Mask Disney Alice in Wonderland (Chesire Cat) Edition;Rp169.000;null;null;null;null;null;null
1639398578-1574;https://www.sociolla.com/2303-mask?page=17;;https://www.sociolla.com/sheet-mask/16261-soothing-facial-mask;Erha;Soothing Facial Mask;Soothing Facial Mask;Rp 31.400 - Rp 117.600Rp 27.632 - Rp 103.488;04.08;-6;4;Yes (5);No (0);Maybe (1)
1639398391-1547;https://www.sociolla.com/2303-mask?page=18;;https://www.sociolla.com/sleeping-mask/43278-cooling-water-sleeping-mask;Azarine;Cooling Water Sleeping Mask;Cooling Water Sleeping Mask;Rp67.500;04.07;-344;318;Yes (271);No (14);Maybe (59)
1639397770-1447;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/sheet-mask/58670-intensive-night-care-one-night-rescue-pack-of-3;LULULUN;Intensive Night Care - One Night Rescue Pack of 3;Intensive Night Care - One Night Rescue Pack of 3;Rp 117.000Rp 76.050;null;null;null;null;null;null
1639397675-1433;https://www.sociolla.com/2303-mask?page=25;;https://www.sociolla.com/clay-mask/27466-let-s-clay-licorice-green-tea-and-charcoal-clay-mask;Hale;Let's Clay! Licorice, Green Tea & Charcoal Clay Mask;Let's Clay! Licorice, Green Tea & Charcoal Clay Mask;Rp129.000;04.04;-102;91;Yes (47);No (15);Maybe (40)
1639398668-1587;https://www.sociolla.com/2303-mask?page=16;;https://www.sociolla.com/sleeping-mask/60002-sleeping-mask-rose;Herborist;Sleeping Mask Rose;Sleeping Mask Rose;Rp 24.900Rp 14.940;04.08;-11;9;Yes (10);No (0);Maybe (1)
1639396732-1292;https://www.sociolla.com/2303-mask?page=34;;https://www.sociolla.com/sheet-mask/11753-wild-ginseng-essence-mask;SNP;Wild Ginseng Essence Mask;Wild Ginseng Essence Mask;Rp 16.500Rp 14.025;04.04;-202;180;Yes (121);No (19);Maybe (62)
1639398731-1595;https://www.sociolla.com/2303-mask?page=15;;https://www.sociolla.com/sheet-mask/11087-airy-fit-sheet-mask-rice-and-pomegranate-10pc-set;Missha;Airy Fit Sheet Mask Rice & Pomegranate 10Pc Set;Airy Fit Sheet Mask Rice & Pomegranate 10Pc Set;Rp 345.000Rp 172.500;null;null;null;null;null;null
1639397640-1428;https://www.sociolla.com/2303-mask?page=26;;https://www.sociolla.com/wash-off-mask/14710-gem-miracle-black-pearl-o2-bubble-mask-jumbo;the saem;Gem Miracle Black Pearl O2 Bubble Mask (Jumbo);Gem Miracle Black Pearl O2 Bubble Mask (Jumbo);Rp699.000;04.02;-13;12;Yes (5);No (2);Maybe (6)
1639397693-1436;https://www.sociolla.com/2303-mask?page=25;;https://www.sociolla.com/sheet-mask/51823-airy-fit-sheet-mask-red-ginseng-duo;Missha;Airy Fit Sheet Mask Red Ginseng Duo;Airy Fit Sheet Mask Red Ginseng Duo;Rp 69.000Rp 34.500;null;null;null;null;null;null
1639399313-1689;https://www.sociolla.com/2303-mask?page=9;;https://www.sociolla.com/sleeping-mask/59581-water-sleeping-mask_ex-70ml-ol0721;Laneige;Water Sleeping Mask_EX 70ml (OL0721);Water Sleeping Mask_EX 70ml (OL0721);Rp 565.500Rp 360.000;04.07;-39;31;Yes (30);No (3);Maybe (6)
1639396770-1298;https://www.sociolla.com/2303-mask?page=34;;https://www.sociolla.com/wash-off-mask/57234-clear-white-supreme-bright-clarifying-mask;Ultima II;Clear White Supreme - Bright Clarifying Mask;Clear White Supreme - Bright Clarifying Mask;Rp295.000;null;null;null;null;null;null
1639397928-1473;https://www.sociolla.com/2303-mask?page=23;;https://www.sociolla.com/sheet-mask/15480-youth-mask-complete;Loreal Paris;Youth Mask Complete;Youth Mask Complete;Rp 114.000Rp 76.380;null;null;null;null;null;null
1639398290-1532;https://www.sociolla.com/2303-mask?page=19;;https://www.sociolla.com/clay-mask/57532-capsule-treat-clay-mask;Emina;Capsule Treat Clay Mask;Capsule Treat Clay Mask;Rp20.000;04.06;-13;11;Yes (9);No (0);Maybe (4)
1639399734-1754;https://www.sociolla.com/2303-mask?page=5;;https://www.sociolla.com/sheet-mask/57730-ariul-7days-mask-lemon-c;Ariul;ARIUL 7days Mask Lemon + C;ARIUL 7days Mask Lemon + C;Rp 19.000Rp 15.200;04.08;-136;104;Yes (129);No (1);Maybe (6)
1639398757-1600;https://www.sociolla.com/2303-mask?page=15;;https://www.sociolla.com/sheet-mask/12699-perfect-aqua-rich-mask-luminous-moist;Senka;Perfect Aqua Rich Mask Luminous Moist;Perfect Aqua Rich Mask Luminous Moist;Rp 30.000Rp 21.000;04.04;-193;174;Yes (131);No (19);Maybe (43)
1639396551-1264;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/sheet-mask/16302-intensive-moisture-mask-box-30sheets;Maybena;Multiple Intensive Moisture Mask (30 sheets);Multiple Intensive Moisture Mask (30 sheets);Rp 429.000Rp 257.400;04.05;-39;34;Yes (27);No (1);Maybe (11)
1639397219-1369;https://www.sociolla.com/2303-mask?page=29;;https://www.sociolla.com/sheet-mask/52511-bio-gold-radiant-black-mask;Bio-essence;Bio Gold Radiant Black Mask;Bio Gold Radiant Black Mask;Rp 67.000Rp 46.900;04.08;-1;1;Yes (1);No (0);Maybe (0)
1639399850-1772;https://www.sociolla.com/2303-mask?page=3;;https://www.sociolla.com/sheet-mask/26008-bright-pore-expert-5x-intensive-mask;Rojukiss;Bright Pore Expert 5X Serum Mask;Bright Pore Expert 5X Serum Mask;Rp 21.000Rp 14.700;04.07;-684;603;Yes (573);No (16);Maybe (95)
1639399357-1696;https://www.sociolla.com/2303-mask?page=9;;https://www.sociolla.com/sheet-mask/60310-total-solution-essential-sheet-mask-blueberry;PRETTY SKIN;TOTAL SOLUTION ESSENTIAL SHEET MASK #BLUEBERRY;TOTAL SOLUTION ESSENTIAL SHEET MASK #BLUEBERRY;Rp 9.700Rp 9.215;04.00;-2;0;Yes (1);No (0);Maybe (1)
1639396757-1296;https://www.sociolla.com/2303-mask?page=34;;https://www.sociolla.com/sheet-mask/16494-prominent-essence-facial-mask-gold-cocoon;Nuface;Prominent Essence Facial Mask Gold Cocoon;Prominent Essence Facial Mask Gold Cocoon;Rp 31.200Rp 18.720;03.09;-41;24;Yes (14);No (20);Maybe (7)
1639398493-1561;https://www.sociolla.com/2303-mask?page=17;;https://www.sociolla.com/sheet-mask/3988-nmf-aquaring-nude-gel-mask;Mediheal;N.M.F Aquaring Nude Gel Mask;N.M.F Aquaring Nude Gel Mask;Rp 49.000Rp 34.300;04.05;-78;68;Yes (63);No (7);Maybe (8)
1639399822-1767;https://www.sociolla.com/2303-mask?page=3;;https://www.sociolla.com/sheet-mask/26007-perfect-pore-expert-5x-intensive-mask;Rojukiss;Perfect Pore Expert 5X Serum Mask;Skincare;Rp 21.000Rp 14.700;04.07;-604;560;Yes (497);No (7);Maybe (100)
1639399474-1714;https://www.sociolla.com/2303-mask?page=8;;https://www.sociolla.com/clay-mask/53997-cica-chocomint-clay-mask;NPure;Cica Chocomint Clay Mask;Cica Chocomint Clay Mask;Rp 119.000Rp 107.100;04.08;(1,3k);935;Yes (1,1k);No (22);Maybe (120)
1639398603-1577;https://www.sociolla.com/2303-mask?page=16;;https://www.sociolla.com/sheet-mask/28508-prep-vitaronic-ampoule-mask;SNP;PREP Vitaronic Ampoule Mask;PREP Vitaronic Ampoule Mask;Rp 20.000Rp 18.000;04.07;-11;8;Yes (10);No (0);Maybe (1)
1639398874-1621;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/wash-off-mask/16171-amazonian-charcoal-glow-mask;Lacoco;Amazonian Charcoal Glow Mask;Amazonian Charcoal Glow Mask;Rp225.000;04.05;-228;206;Yes (154);No (20);Maybe (54)
